Amounts_due_to_Gov_t_and_SBV,Assets,Balances_with_SBV,Balances_with_and_loans_to_other_credit_institutions,Book_value_per_share_BVPS,CCE,COGS,Cap_Contribution_long_term_inv,Cap_Reserves,Cash_on_hand_gold_silver_gemstones,Cash_ratio,Charter_capital,Current_assets,Debt_to_equity,Deposits_and_borrowings_from_other_credit_institutions,Deposits_from_customers,Derivatives_other_fin_Liabi,Derivatives_other_fin_assets,EPS,E_L,Fin_Expenses,Financial_income,Fixed_assets,GP,G_A,Goodwill,Gross_insurance_operating_profit,Gross_profit_margin,Income_from_inv_in_other_entities,Interest_coverage,Inv_Properties,Inv_properties,Inv_securities,Inventories,L_E,Liabilities,Liabilities_to_assets,Liabilities_to_equity,Loans_adv_and_fin_leases_to_customers,Long_term_inv,Long_term_liabi,Long_term_rece,Mino_Interest,NII,NR,Net_PAT,Net_fee_and_commission_income,Net_other_income,Net_profit_from_sale_of_inv_Securities,Net_profit_from_trading_foreign_currencies_and_gold,Net_profit_from_trading_of_trading_securities,Net_profit_margin,Non_CA,Non_curr_assets,Operating_expense,Operating_profit,Operating_profit_before_provision_for_credit_losses,Other_CA,Other_Non_CR,Other_assets,Other_borrowed_funds,Other_liabi,Other_profit,Owner_s_equity,Owner_s_equity_,PAT_,PAT_for_SPC,PB,PBT,PE,PL_of_inv_In_AJV,PL_of_inv_in_AJV,Profit_from_fin_Act,Profit_from_insurance_operating,Provisions_for_credit_losses,RE,ROA,ROE,Reserves,Selling_expenses,Share_premium,Short_term_inv,Short_term_liabi,Short_term_ratio,Short_term_rece,Ticker,Total_NR,Total_assets,Total_direct_insurance_operating_expenses,Total_profit,Trading_securities,Trailing_EPS,Valuable_papers_issued
,,,,34697.0,196192.0,566353.0,,,,,210000.0,898967.0,99.9,,,,,1030.0,1615777.0,8252.0,1654.0,625073.0,64866.0,19582.0,,,10.28,,5.35,38725.0,,,329192.0,,887136.0,54.9,,,18466.0,93609.0,,0.0,,631219.0,25745.0,,,,,,4.08,,716810.0,,31997.0,,13216.0,,,,,23.0,,728641.0,,24043.0,0.69,32021.0,5.69,,0.0,,,,370557.0,1.52,3.36,,6832.0,3063.0,0.0,793527.0,1.13,360368.0,TVT_Q2_2018,,1615777.0,,,,4221.0,
,,,,11763.0,144632.0,69398.0,,,,,1024931.0,228857.0,110.6,,,,,323.0,2636535.0,29604.0,1997.0,2369571.0,77588.0,10581.0,,,52.79,,2.48,0.0,,,1872.0,,1430878.0,54.27,,,1950.0,1023134.0,,0.0,,146986.0,33115.0,,,,,,22.53,,2407677.0,,39400.0,,410.0,,,,,-132.0,,1205656.0,,33115.0,1.27,39268.0,9.4,,0.0,,,,162769.0,1.24,2.72,,0.0,2963.0,0.0,407744.0,0.56,81944.0,VPD_Q3_2018,,2636535.0,,,,1594.0,
,,,,33492.0,70633.0,462757.0,,,,,210000.0,820968.0,97.76,,,,,902.0,1557636.0,7907.0,3944.0,644416.0,60691.0,32424.0,,,11.59,,4.48,39486.0,,,383981.0,,854300.0,54.85,,,18763.0,106196.0,,0.0,,523448.0,21786.0,,,,,,4.16,,736668.0,,18426.0,,5600.0,,,,,7261.0,,703336.0,,21045.0,0.63,25687.0,5.07,,0.0,,,,346952.0,1.31,3.04,,6988.0,3063.0,0.0,748104.0,1.1,360754.0,TVT_Q3_2018,,1557636.0,,,,4162.0,
,,,,38679.0,84588.0,81291.0,,,,,80201.0,519704.0,28.77,,,,,0.0,626227.0,4767.0,5572.0,92043.0,21596.0,12988.0,,,20.99,,6.55,0.0,,,156522.0,,316018.0,50.46,,,7593.0,56540.0,,0.0,,102887.0,8459.0,,,,,,8.22,,106523.0,,9304.0,,10303.0,,,,,111.0,,310208.0,,8459.0,0.7,9415.0,5.81,,0.0,,,,33630.0,1.42,2.76,,110.0,188731.0,109893.0,259478.0,2.0,158398.0,SRF_Q4_2009,,626227.0,,,,4646.0,
,,,,12875.0,80632.0,131336.0,,,,,130000.0,121558.0,4.98,,,,,263.0,283147.0,188.0,1278.0,160969.0,12228.0,7580.0,,,8.52,,22.37,0.0,,,11195.0,,115777.0,40.89,,,7.0,23344.0,,0.0,,143565.0,3419.0,,,,,,2.38,,161589.0,,3890.0,,733.0,,,,,125.0,,167370.0,,3419.0,0.56,4015.0,4.12,,0.0,,,,20632.0,1.25,2.07,,1848.0,0.0,4000.0,92433.0,1.32,24998.0,CLW_Q4_2010,,283147.0,,,,1749.0,
,,,,37779.0,51790.0,117269.0,,,,,80201.0,475882.0,17.29,,,,,0.0,564053.0,4013.0,8721.0,18554.0,17259.0,9227.0,,,12.83,,7.86,0.0,,,115475.0,,261067.0,46.28,,,61356.0,9520.0,,0.0,,134528.0,10221.0,,,,,,7.6,,88171.0,,12635.0,,2221.0,,,,,527.0,,302986.0,,10221.0,0.79,13162.0,0.0,,0.0,,,,20838.0,1.65,3.3,,105.0,188731.0,121044.0,251547.0,1.89,185352.0,SRF_Q1_2010,,564053.0,,,,0.0,
,,,,12511.0,44102.0,127849.0,,,,,130000.0,105490.0,5.4,,,,,699.0,264783.0,196.0,1468.0,158550.0,15029.0,4462.0,,,10.52,,53.69,0.0,,,10271.0,,102139.0,38.57,,,7.0,22782.0,,0.0,,142878.0,9083.0,,,,,,6.36,,159293.0,,10399.0,,458.0,,,,,-95.0,,162644.0,,9083.0,0.59,10304.0,4.24,,0.0,,,,15433.0,3.49,5.49,,1441.0,0.0,27000.0,79357.0,1.33,23659.0,CLW_Q1_2011,,264783.0,,,,1744.0,
,,,,15321.0,38694.0,291262.0,,,,,379498.0,428647.0,100.12,,,,,757.0,1448708.0,9077.0,71.0,216438.0,71063.0,7516.0,,,19.61,,4.88,94327.0,,,38846.0,,867277.0,59.87,,,0.0,264553.0,,0.0,,362324.0,28494.0,,,,,,7.86,,1020061.0,,31664.0,,47573.0,,,,,3055.0,,581431.0,,25683.0,1.38,34719.0,9.41,,0.0,,,,99588.0,1.84,4.54,,22876.0,0.0,0.0,602724.0,0.71,303534.0,PMG_Q4_2017,,1448708.0,,,,2249.0,
,,,,39438.0,58291.0,79303.0,,,,,80201.0,580565.0,29.22,,,,,802.0,678336.0,2558.0,6800.0,80153.0,10981.0,8068.0,,,12.16,,5.22,0.0,,,163967.0,,362038.0,53.37,,,8250.0,41526.0,,0.0,,90284.0,6371.0,,,,,,7.06,,97771.0,,7018.0,,10048.0,,,,,-16.0,,316298.0,,6371.0,0.84,7001.0,0.0,,0.0,,,,38491.0,0.94,2.02,,137.0,188731.0,171861.0,320512.0,1.81,176397.0,SRF_Q2_2010,,678336.0,,,,0.0,
,,,,12963.0,33331.0,122237.0,,,,,130000.0,98846.0,5.49,,,,,482.0,255470.0,222.0,537.0,155880.0,11347.0,3356.0,,,8.49,,32.61,0.0,,,9359.0,,86952.0,34.04,,,7.0,24088.0,,0.0,,133583.0,6263.0,,,,,,4.69,,156623.0,,7015.0,,1965.0,,,,,15.0,,168517.0,,6263.0,0.53,7029.0,3.6,,0.0,,,,25465.0,2.49,3.79,,1290.0,0.0,32286.0,62864.0,1.57,21905.0,CLW_Q2_2011,,255470.0,,,,1394.0,
,,,,16681.0,22206.0,211681.0,,,,,330000.0,331211.0,99.6,,,,,902.0,1340674.0,6837.0,16407.0,191214.0,57655.0,8625.0,,,21.41,,7.33,94327.0,,,41517.0,,790199.0,58.94,,,0.0,240792.0,,0.0,,269336.0,35767.0,,,,,,13.28,,1009463.0,,39369.0,,43528.0,,,,,3921.0,,550475.0,,29776.0,1.41,43291.0,15.48,,0.0,,,,120941.0,2.25,5.59,,19229.0,0.0,0.0,549408.0,0.6,223960.0,PMG_Q1_2018,,1340674.0,,,,1550.0,
,,,,39054.0,57099.0,79004.0,,,,,80201.0,619358.0,110.69,,,,,0.0,668133.0,54.0,7030.0,40976.0,22765.0,14038.0,,,22.37,,0.0,0.0,,,135748.0,,354918.0,53.12,,,3676.0,6633.0,,0.0,,101769.0,12212.0,,,,,,12.0,,48774.0,,15503.0,,1472.0,,,,,386.0,,313215.0,,12212.0,0.78,15889.0,0.0,,0.0,,,,32150.0,1.98,3.94,,200.0,188826.0,212347.0,348285.0,1.78,212692.0,SRF_Q3_2010,,668133.0,,,,0.0,
,,,,12471.0,12448.0,112950.0,,,,,130000.0,97955.0,6.87,,,,,0.0,246860.0,215.0,3054.0,148162.0,9303.0,5351.0,,,7.61,,24.78,0.0,,,8349.0,,84742.0,34.33,,,7.0,23498.0,,0.0,,122253.0,3976.0,,,,,,3.25,,148905.0,,4426.0,,2644.0,,,,,676.0,,162118.0,,3976.0,0.0,5102.0,0.0,,0.0,,,,19065.0,1.58,2.48,,2365.0,0.0,36000.0,61244.0,1.6,38513.0,CLW_Q3_2011,,246860.0,,,,1127.0,
,,,,15610.0,28331.0,224372.0,,,,,330000.0,325636.0,100.56,,,,,312.0,1308367.0,9119.0,1954.0,202780.0,46262.0,7665.0,,,17.09,,2.44,94327.0,,,26453.0,,793235.0,60.63,,,137000.0,265552.0,,0.0,,270634.0,9971.0,,,,,,3.68,,982731.0,,9973.0,,26824.0,,,,,3133.0,,515132.0,,10310.0,1.6,13106.0,15.66,,0.0,,,,91670.0,0.8,2.02,,21460.0,0.0,0.0,527682.0,0.62,244028.0,PMG_Q2_2018,,1308367.0,,,,650.0,
,,,,13523.0,13577.0,110318.0,,,,,300000.0,443865.0,36.9,,,,,434.0,620357.0,1699.0,1473.0,33829.0,28005.0,5007.0,,,20.25,,14.35,0.0,,,51656.0,,214679.0,34.61,,,56985.0,8100.0,,0.0,,138323.0,17082.0,,,,,,12.35,,176493.0,,18426.0,,18571.0,,,,,-135.0,,405678.0,,13033.0,2.48,18291.0,24.69,,0.0,,,,67552.0,2.19,3.28,,4148.0,0.0,33000.0,206578.0,2.15,327060.0,NAF_Q4_2015,,620357.0,,,,1357.0,
,,,,15372.0,33100.0,212004.0,,,,,330000.0,236414.0,76.31,,,,,246.0,1283515.0,6444.0,1311.0,207770.0,42178.0,7055.0,,,16.59,,2.99,94327.0,,,34291.0,,776232.0,60.48,,,137000.0,312611.0,,0.0,,254182.0,8562.0,,,,,,3.37,,1047101.0,,9959.0,,24654.0,,,,,2703.0,,507283.0,,9565.0,0.0,12662.0,0.0,,0.0,,,,83695.0,1.49,3.77,,20031.0,0.0,0.0,463621.0,0.51,144369.0,PMG_Q3_2018,,1283515.0,,,,290.0,
,,,,12952.0,18834.0,123234.0,,,,,300000.0,421798.0,27.85,,,,,380.0,570922.0,7162.0,1425.0,67890.0,36440.0,6024.0,,,22.82,,14.63,0.0,,,54097.0,,182357.0,31.94,,,54606.0,8467.0,,0.0,,159674.0,13975.0,,,,,,8.75,,149124.0,,16434.0,,25126.0,,,,,-95.0,,388565.0,,11391.0,2.12,16339.0,21.16,,0.0,,,,54871.0,2.03,2.86,,8246.0,0.0,33000.0,173890.0,2.43,290741.0,NAF_Q1_2016,,570922.0,,,,1299.0,
,,,,13435.0,153646.0,455379.0,,,,,230000.0,2024163.0,134.65,,,,,526.0,2195398.0,16890.0,11633.0,42715.0,83484.0,4893.0,,,15.49,,2.67,0.0,,,987659.0,,1886392.0,85.92,,,106750.0,2360.0,,0.0,,538863.0,11709.0,,,,,,2.17,,171236.0,,15381.0,,76702.0,,,,,513.0,,309006.0,,11709.0,1.54,15894.0,6.8,,0.0,,,,79007.0,0.6,3.86,,57953.0,0.0,564050.0,1884032.0,1.07,242106.0,VPG_Q4_2017,,2195398.0,,,,3044.0,
,,,,13554.0,19499.0,59198.0,,,,,300000.0,408711.0,21.5,,,,,151.0,549838.0,1143.0,1550.0,68885.0,15551.0,4060.0,,,20.8,,8.75,0.0,,,43643.0,,143204.0,26.04,,,53922.0,8351.0,,0.0,,74750.0,5726.0,,,,,,7.66,,141127.0,,6479.0,,25418.0,,,,,52.0,,406634.0,,4533.0,2.15,6531.0,19.75,,0.0,,,,61364.0,0.82,1.12,,5342.0,0.0,33000.0,134853.0,3.03,287151.0,NAF_Q2_2016,,549838.0,,,,1479.0,
,,,,14865.0,268158.0,324005.0,,,,,200000.0,1514121.0,220.19,,,,,1557.0,1686337.0,16327.0,34245.0,44505.0,71539.0,5466.0,,,18.09,,3.95,0.0,,,502573.0,,1389039.0,82.37,,,106750.0,2642.0,,0.0,,395544.0,31139.0,,,,,,7.87,,172216.0,,40042.0,,33778.0,,,,,-148.0,,297298.0,,31139.0,1.13,39894.0,5.88,,0.0,,,,97298.0,2.02,11.05,,43949.0,0.0,422250.0,1386397.0,1.09,287361.0,VPG_Q1_2018,,1686337.0,,,,2858.0,
,,,,11602.0,31966.0,305601.0,,,,,241584.0,737181.0,223.54,,,,,0.0,989396.0,10448.0,1963.0,243591.0,-14845.0,5186.0,,,-5.11,,-2.04,0.0,,,412197.0,,709103.0,71.67,,,42.0,59562.0,,0.0,,290756.0,-32172.0,,,,,,-11.06,,252215.0,,-33602.0,,5445.0,,,,,1430.0,,280292.0,,-32172.0,4.91,-32172.0,0.0,,0.0,,,,23899.0,-2.99,-10.86,,5087.0,0.0,0.0,649541.0,1.13,287573.0,TYA_Q1_2006,,989396.0,,,,0.0,
,,,,11849.0,30131.0,121785.0,,,,,300000.0,453484.0,20.56,,,,,518.0,550630.0,4047.0,3056.0,27863.0,32950.0,5887.0,,,21.29,,14.81,0.0,,,36427.0,,150738.0,27.38,,,51793.0,8000.0,,44410.0,,154735.0,18065.0,,,,,,11.67,,97146.0,,20068.0,,19591.0,,,,,-323.0,,355481.0,,11742.0,2.53,19402.0,0.0,,-343.0,,,,55459.0,2.19,3.34,,6004.0,22.0,33000.0,142739.0,3.18,334335.0,NAF_Q3_2016,,550630.0,,,,0.0,
,,,,13308.0,136931.0,338593.0,,,,,200000.0,1203092.0,167.73,,,,,596.0,1391032.0,7073.0,11281.0,46479.0,47011.0,4888.0,,,12.19,,3.69,0.0,,,211751.0,,1124873.0,80.87,,,120750.0,2835.0,,0.0,,385604.0,11927.0,,,,,,3.09,,187940.0,,14134.0,,14243.0,,,,,873.0,,266159.0,,11927.0,1.35,15007.0,11.19,,0.0,,,,66159.0,0.87,4.58,,32196.0,0.0,453650.0,1122039.0,1.07,386518.0,VPG_Q2_2018,,1391032.0,,,,1608.0,
,,,,13902.0,39276.0,294179.0,,,,,241584.0,873455.0,208.61,,,,,-476.0,1120148.0,11449.0,1180.0,241168.0,6924.0,5172.0,,,2.3,,-0.15,0.0,,,543497.0,,784296.0,70.02,,,0.0,51908.0,,0.0,,301102.0,-11506.0,,,,,,-3.82,,246693.0,,-13571.0,,28970.0,,,,,2066.0,,335852.0,,-11506.0,3.56,-11506.0,0.0,,0.0,,,,79459.0,-1.08,-3.37,,5054.0,0.0,0.0,732388.0,1.19,261711.0,TYA_Q3_2006,,1120148.0,,,,0.0,
,,,,12886.0,124892.0,588356.0,,,,,200000.0,1139404.0,104.87,,,,,456.0,1326123.0,6631.0,10860.0,48453.0,40245.0,5899.0,,,6.4,,2.78,0.0,,,266812.0,,1068401.0,80.57,,,118550.0,3296.0,,0.0,,628601.0,9110.0,,,,,,1.45,,186720.0,,11739.0,,15893.0,,,,,-272.0,,257722.0,,9110.0,0.0,11467.0,0.0,,0.0,,,,57722.0,0.69,3.6,,26836.0,0.0,423593.0,1065105.0,1.07,308213.0,VPG_Q3_2018,,1326123.0,,,,1012.0,
,,,,14385.0,43719.0,317375.0,,,,,241584.0,775696.0,172.42,,,,,303.0,1012855.0,10644.0,243.0,230690.0,25065.0,5042.0,,,7.32,,0.0,0.0,,,414573.0,,665345.0,65.69,,,0.0,61968.0,,0.0,,342440.0,7323.0,,,,,,2.14,,237159.0,,4949.0,,26148.0,,,,,2374.0,,347510.0,,7323.0,3.68,7323.0,0.0,,0.0,,,,91116.0,1.45,4.21,,4673.0,0.0,3656.0,603377.0,1.29,287600.0,TYA_Q4_2006,,1012855.0,,,,0.0,
,,,,14635.0,104785.0,222799.0,,,,,182676.0,561274.0,117.98,,,,,695.0,777440.0,5363.0,188.0,207809.0,26272.0,4762.0,,,10.55,,3.83,0.0,,,229149.0,,510098.0,65.61,,,0.0,45406.0,,0.0,,249071.0,12694.0,,,,,,5.1,,216166.0,,11965.0,,21000.0,,,,,1585.0,,267342.0,,12694.0,2.47,13550.0,0.0,,0.0,,,,75501.0,1.62,4.87,,4370.0,0.0,0.0,464691.0,1.21,206340.0,TYA_Q1_2007,,777440.0,,,,0.0,
,,,,17754.0,9744.0,18100.0,,,,,60000.0,82890.0,0.0,,,,,0.0,127103.0,6.0,178.0,41322.0,8810.0,2493.0,,,32.74,,0.0,0.0,,,42865.0,,20581.0,16.19,,,6.0,0.0,,0.0,,26910.0,4238.0,,,,,,15.75,,44213.0,,4403.0,,13.0,,,,,45.0,,106522.0,,4238.0,2.48,4448.0,8.99,,0.0,,,,4151.0,3.4,3.94,,2086.0,528.0,0.0,20581.0,4.03,30268.0,SSC_Q1_2005,,127103.0,,,,2458.0,
,,,,18111.0,12446.0,15645.0,,,,,60000.0,80448.0,0.0,,,,,0.0,121889.0,14.0,39.0,40277.0,9863.0,2197.0,,,38.67,,-57.12,0.0,,,33638.0,,13223.0,10.85,,,6.0,0.0,,0.0,,25508.0,5319.0,,,,,,20.85,,41441.0,,5318.0,,0.0,,,,,1.0,,108666.0,,5319.0,2.61,5319.0,0.0,,0.0,,,,10220.0,4.32,5.02,,2373.0,528.0,0.0,13223.0,6.08,34364.0,SSC_Q2_2005,,121889.0,,,,0.0,
,,,,17224.0,11445.0,26988.0,,,,,60000.0,82446.0,0.0,,,,,1751.0,124178.0,13.0,174.0,40469.0,15738.0,2861.0,,,36.83,,-113.81,0.0,,,35640.0,,20832.0,16.78,,,0.0,0.0,,0.0,,42725.0,10507.0,,,,,,24.59,,41732.0,,10496.0,,0.0,,,,,11.0,,103346.0,,10507.0,2.07,10507.0,0.0,,0.0,,,,4901.0,8.81,10.35,,2542.0,528.0,0.0,20832.0,3.96,35361.0,SSC_Q3_2005,,124178.0,,,,0.0,
,,,,16609.0,9753.0,18059.0,,,,,60000.0,71950.0,0.0,,,,,0.0,114256.0,9.0,383.0,40938.0,14717.0,2730.0,,,44.9,,-106.12,0.0,,,36134.0,,14600.0,12.78,,,0.0,0.0,,0.0,,32776.0,9311.0,,,,,,28.41,,42305.0,,9796.0,,760.0,,,,,8.0,,99655.0,,9311.0,2.11,9804.0,0.0,,0.0,,,,9311.0,16.3,18.69,,2565.0,528.0,0.0,14600.0,4.93,25303.0,SSC_Q4_2005,,114256.0,,,,0.0,
,,,,20174.0,452376.0,1219965.0,,,,,571680.0,2879597.0,149.29,,,,,1292.0,3663941.0,24489.0,1245.0,688143.0,244515.0,32533.0,,,16.7,,7.26,0.0,,,1515877.0,,2510660.0,68.52,,,8097.0,173470.0,,0.0,,1464480.0,83430.0,,,,,,5.7,,784344.0,,104339.0,,47623.0,,,,,-589.0,,1153280.0,,66929.0,1.92,103750.0,7.54,,0.0,,,,258277.0,1.82,6.08,,84399.0,465.0,9000.0,2337190.0,1.23,854721.0,BFC_Q4_2015,,3663941.0,,,,5147.0,
,,,,22017.0,466544.0,1740984.0,,,,,476400.0,2911477.0,156.01,,,,,1834.0,3703180.0,38724.0,657.0,659427.0,296168.0,28550.0,,,14.54,,7.56,0.0,,,1488698.0,,2654280.0,71.68,,,8097.0,169192.0,,0.0,,2037152.0,128370.0,,,,,,6.3,,791703.0,,152783.0,,80380.0,,,,,-12.0,,1048901.0,,94979.0,1.45,152771.0,6.01,,0.0,,,,170371.0,2.66,8.75,,76768.0,7212.0,10000.0,2485088.0,1.17,865856.0,BFC_Q1_2016,,3703180.0,,,,5326.0,
,,,,23543.0,193156.0,866683.0,,,,,476400.0,2667539.0,138.35,,,,,644.0,3447514.0,19931.0,955.0,658871.0,125774.0,19053.0,,,12.67,,3.8,0.0,,,1829758.0,,2325927.0,67.47,,,8097.0,138425.0,,0.0,,992457.0,43531.0,,,,,,4.39,,779975.0,,49081.0,,87145.0,,,,,1755.0,,1121588.0,,34102.0,1.27,50836.0,8.97,,0.0,,,,289340.0,0.97,3.06,,38664.0,7212.0,10000.0,2187501.0,1.22,547481.0,BFC_Q2_2016,,3447514.0,,,,4918.0,
,,,,23255.0,425691.0,1219350.0,,,,,476400.0,2826258.0,163.58,,,,,1161.0,3581813.0,31385.0,1125.0,652335.0,198626.0,27686.0,,,14.01,,4.45,0.0,,,1760815.0,,2473927.0,69.07,,,7587.0,122662.0,,0.0,,1417975.0,79728.0,,,,,,5.62,,755555.0,,88794.0,,133845.0,,,,,4956.0,,1107886.0,,61438.0,1.16,93750.0,8.36,,0.0,,,,279448.0,1.77,5.74,,51885.0,7212.0,10000.0,2351265.0,1.2,495907.0,BFC_Q3_2016,,3581813.0,,,,3231.0,
,,,,10276.0,61700.0,611059.0,,,,,673420.0,1247906.0,108.01,,,,,0.0,1711745.0,52078.0,35644.0,418286.0,74498.0,24298.0,,,10.87,,1.08,0.0,,,442857.0,,1013214.0,59.19,,,16267.0,151528.0,,6520.0,,685556.0,3335.0,,,,,,0.49,,463839.0,,6949.0,,110227.0,,,,,-1193.0,,692011.0,,4046.0,0.0,4169.0,0.0,,-1588.0,,,,4305.0,0.25,0.58,,26816.0,14896.0,21349.0,861687.0,1.45,611773.0,CMG_Q4_2010,,1711745.0,,,,711.0,
,,,,10974.0,38391.0,631892.0,,,,,635363.0,1102042.0,81.87,,,,,0.0,1560581.0,32927.0,553.0,414082.0,87106.0,21613.0,,,12.11,,1.19,0.0,,,257252.0,,859733.0,55.09,,,14297.0,146194.0,,3577.0,,718998.0,2208.0,,,,,,0.31,,458539.0,,-192.0,,91836.0,,,,,5683.0,,697271.0,,2632.0,0.0,3578.0,0.0,,-1913.0,,,,47585.0,0.16,0.38,,33310.0,14896.0,4099.0,713539.0,1.54,710463.0,CMG_Q1_2011,,1560581.0,,,,763.0,
,,,,14803.0,9233.0,37947.0,,,,,36549.0,144528.0,48.91,,,,,0.0,188419.0,947.0,129.0,25946.0,13357.0,1825.0,,,26.04,,3.8,40.0,,,66184.0,,134317.0,71.29,,,13136.0,2178.0,,0.0,,51304.0,1990.0,,,,,,3.88,,43891.0,,2079.0,,8094.0,,,,,215.0,,54102.0,,1990.0,0.0,2294.0,0.0,,0.0,,,,2072.0,1.07,4.15,,8635.0,11767.0,0.0,132139.0,1.09,61018.0,PNC_Q3_2005,,188419.0,,,,0.0,
,,,,13239.0,3260.0,29773.0,,,,,31549.0,140792.0,77.96,,,,,260.0,182226.0,898.0,347.0,22947.0,10446.0,1615.0,,,25.97,,0.0,47.0,,,67716.0,,140458.0,77.08,,,13136.0,2011.0,,0.0,,40219.0,779.0,,,,,,1.94,,41433.0,,671.0,,8253.0,,,,,180.0,,41767.0,,779.0,0.0,851.0,0.0,,0.0,,,,1644.0,0.86,3.73,,7610.0,4860.0,0.0,138447.0,1.02,61564.0,PNC_Q4_2005,,182226.0,,,,0.0,
,,,,10943.0,73574.0,727107.0,,,,,635363.0,1287452.0,111.88,,,,,0.0,1733319.0,41069.0,10088.0,397484.0,94312.0,17923.0,,,11.48,,1.26,0.0,,,428386.0,,1034036.0,59.66,,,17378.0,141058.0,,4036.0,,821419.0,5869.0,,,,,,0.71,,445868.0,,10988.0,,106885.0,,,,,1312.0,,695247.0,,6438.0,0.0,7336.0,0.0,,-4964.0,,,,47633.0,0.35,0.93,,34420.0,14896.0,12830.0,892978.0,1.44,665776.0,CMG_Q2_2011,,1733319.0,,,,722.0,
,,,,12799.0,4891.0,36292.0,,,,,31129.0,133417.0,78.54,,,,,0.0,175351.0,902.0,649.0,23506.0,12426.0,2030.0,,,25.51,,3.75,61.0,,,63332.0,,135509.0,77.28,,,12716.0,5504.0,,0.0,,48718.0,1979.0,,,,,,4.06,,41934.0,,1555.0,,2838.0,,,,,594.0,,39842.0,,1979.0,0.0,2149.0,0.0,,0.0,,,,145.0,1.14,4.85,,8588.0,4860.0,0.0,130005.0,1.03,62357.0,PNC_Q2_2006,,175351.0,,,,0.0,
,,,,16387.0,3816.0,26663.0,,,,,50000.0,104843.0,31.93,,,,,0.0,135059.0,647.0,745.0,16674.0,7571.0,1752.0,,,22.12,,10.64,0.0,,,54227.0,,50377.0,37.3,,,11673.0,68.0,,0.0,,34234.0,3825.0,,,,,,11.17,,30216.0,,5080.0,,1545.0,,,,,0.0,,84682.0,,3825.0,7.2,5080.0,13.52,,0.0,,,,24449.0,3.07,5.47,,838.0,0.0,0.0,50309.0,2.08,45255.0,NAV_Q4_2006,,135059.0,,,,8308.0,
,,,,11353.0,128164.0,852294.0,,,,,635363.0,1583209.0,152.45,,,,,0.0,2158498.0,22616.0,6033.0,371653.0,125005.0,37040.0,,,12.79,,4.31,0.0,,,358084.0,,1432047.0,66.34,,,179207.0,252626.0,,5112.0,,977300.0,32726.0,,,,,,3.35,,575289.0,,44248.0,,65234.0,,,,,-680.0,,721339.0,,32726.0,0.0,40091.0,0.0,,-3477.0,,,,72174.0,1.52,4.54,,27135.0,14896.0,94405.0,1179421.0,1.34,937321.0,CMG_Q3_2011,,2158498.0,,,,1250.0,
,,,,13440.0,18312.0,38867.0,,,,,31129.0,144473.0,291.53,,,,,776.0,172852.0,788.0,2.0,24562.0,12725.0,1875.0,,,24.67,,0.0,0.0,,,58258.0,,131015.0,75.8,,,3674.0,9401.0,,0.0,,51592.0,1553.0,,,,,,3.01,,28379.0,,1738.0,,9259.0,,,,,68.0,,41837.0,,1553.0,1.25,1805.0,0.0,,0.0,,,,2751.0,0.94,4.56,,8327.0,4860.0,0.0,121614.0,1.19,58644.0,PNC_Q3_2006,,172852.0,,,,0.0,
,,,,22027.0,5741.0,42114.0,,,,,25000.0,84965.0,56.67,,,,,0.0,113913.0,735.0,21.0,17275.0,11751.0,2381.0,,,21.82,,11.9,0.0,,,45370.0,,58846.0,51.66,,,11673.0,0.0,,0.0,,53865.0,7618.0,,,,,,14.14,,28948.0,,8007.0,,2493.0,,,,,2.0,,55068.0,,7618.0,5.31,8009.0,10.67,,0.0,,,,26775.0,7.0,14.91,,649.0,0.0,0.0,58846.0,1.44,31362.0,NAV_Q1_2007,,113913.0,,,,6656.0,
,,,,28395.0,2023898.0,2179223.0,,,,,2318000.0,5484653.0,15.09,,,,,1289.0,9828422.0,18696.0,35571.0,3604127.0,798112.0,112974.0,,,26.81,,25.73,25543.0,,,1064820.0,,3243317.0,33.0,,,319227.0,688089.0,,0.0,,2977335.0,317520.0,,,,,,10.66,,4343769.0,,409905.0,,198640.0,,,,,-10655.0,,6585105.0,,298843.0,4.39,399250.0,47.7,,0.0,,,,598850.0,3.05,4.64,,303222.0,0.0,1747155.0,2555228.0,2.15,450139.0,BHN_Q4_2016,,9828422.0,,,,2614.0,
,,,,18846.0,4463.0,45712.0,,,,,25000.0,73948.0,64.04,,,,,0.0,103642.0,634.0,787.0,18120.0,10908.0,2041.0,,,19.27,,15.23,0.0,,,38762.0,,56526.0,54.54,,,11574.0,0.0,,0.0,,56620.0,9022.0,,,,,,15.93,,29694.0,,8561.0,,1906.0,,,,,460.0,,47116.0,,9022.0,0.0,9022.0,0.0,,0.0,,,,18766.0,8.47,21.18,,458.0,0.0,0.0,56526.0,1.31,28816.0,NAV_Q2_2007,,103642.0,,,,0.0,
,,,,27196.0,1928050.0,2178940.0,,,,,2318000.0,5300192.0,18.06,,,,,877.0,9797336.0,17964.0,30853.0,3787653.0,772024.0,149050.0,,,26.16,,16.64,25859.0,,,950595.0,,3490203.0,35.62,,,304658.0,722849.0,,0.0,,2950964.0,214783.0,,,,,,7.28,,4497144.0,,272499.0,,231311.0,,,,,2304.0,,6307133.0,,203204.0,2.87,274803.0,24.96,,0.0,,,,321940.0,2.14,3.14,,364054.0,0.0,1743628.0,2767354.0,1.92,446609.0,BHN_Q1_2017,,9797336.0,,,,3125.0,
